"0 vezes","1 vez","2 vezes","3 vezes","4 vezes","5 vezes","6 vezes","7 vezes","8 vezes","9 vezes","10 vezes","11 vezes","12 vezes","13 vezes","14 vezes","15 vezes","16 vezes","27 vezes","17 vezes","25 vezes","29 vezes","18 vezes","24 vezes","19 vezes","21 vezes","26 vezes","28 vezes","20 vezes","22 vezes","30 vezes","23 vezes","31 vezes","35 vezes","40 vezes","36 vezes","37 vezes","38 vezes","33 vezes","34 vezes","39 vezes","32 vezes"
"13.564.264 ha (91,1%)","1.005.090 ha (6,8%)","229.973 ha (1,5%)","58.779 ha (0,4%)","18.349 ha (0,1%)","7.032 ha (0%)","2.957 ha (0%)","1.451 ha (0%)","744 ha (0%)","392 ha (0%)","184 ha (0%)","96 ha (0%)","65 ha (0%)","39 ha (0%)","13 ha (0%)","6 ha (0%)","2 ha (0%)","1 ha (0%)","1 ha (0%)","1 ha (0%)","1 ha (0%)","1 ha (0%)","1 ha (0%)","1 ha (0%)","1 ha (0%)","1 ha (0%)","0 ha (0%)","0 ha (0%)","0 ha (0%)","0 ha (0%)","0 ha (0%)","0 ha (0%)"," -  ha ( - %)"," -  ha ( - %)"," -  ha ( - %)"," -  ha ( - %)"," -  ha ( - %)"," -  ha ( - %)"," -  ha ( - %)"," -  ha ( - %)"," -  ha ( - %)"
