"Setembro","Outubro","Novembro","Agosto","Dezembro","Julho","Janeiro","Junho","Maio","Fevereiro","Março","Abril"
"1.227.018 ha (29,2%)","916.480 ha (21,8%)","643.248 ha (15,3%)","568.479 ha (13,5%)","264.707 ha (6,3%)","185.494 ha (4,4%)","173.116 ha (4,1%)","101.061 ha (2,4%)","48.024 ha (1,1%)","39.973 ha (1%)","21.176 ha (0,5%)","11.037 ha (0,3%)"
