"1 Ano","2 Anos","3 Anos","4 Anos","5 Anos","6 Anos","7 Anos","8 Anos","9 Anos","10 Anos","11 Anos","12 Anos","13 Anos","14 Anos","15 Anos","16 Anos","17 Anos","18 Anos","19 Anos","20 Anos","21 Anos","22 Anos","23 Anos","24 Anos","25 Anos","26 Anos","27 Anos","28 Anos","29 Anos","30 Anos","31 Anos","32 Anos","33 Anos","34 Anos","35 Anos","36 Anos","37 Anos","38 Anos","39 Anos","40 Anos"
"2.326 ha (0,2%)","1.170 ha (0,1%)","52.159 ha (4,3%)","54.888 ha (4,5%)","55.869 ha (4,6%)","50.321 ha (4,2%)","61.836 ha (5,1%)","94.339 ha (7,8%)","58.098 ha (4,8%)","53.914 ha (4,5%)","50.216 ha (4,2%)","39.402 ha (3,3%)","51.754 ha (4,3%)","49.608 ha (4,1%)","43.465 ha (3,6%)","40.432 ha (3,4%)","38.475 ha (3,2%)","28.347 ha (2,3%)","23.492 ha (1,9%)","21.764 ha (1,8%)","23.585 ha (2%)","25.134 ha (2,1%)","26.025 ha (2,2%)","23.590 ha (2%)","28.808 ha (2,4%)","19.295 ha (1,6%)","17.344 ha (1,4%)","23.289 ha (1,9%)","25.849 ha (2,1%)","33.426 ha (2,8%)","27.531 ha (2,3%)","14.690 ha (1,2%)","13.130 ha (1,1%)","13.580 ha (1,1%)","15.355 ha (1,3%)","989 ha (0,1%)","918 ha (0,1%)","584 ha (0%)","1.771 ha (0,1%)"," -  ha ( - %)"
