"1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
" -  ha ( - %)"," -  ha ( - %)","89.950 ha (2,2%)","63.265 ha (1,5%)","24.484 ha (0,6%)","47.840 ha (1,2%)","55.094 ha (1,3%)","91.057 ha (2,2%)","71.799 ha (1,7%)","65.453 ha (1,6%)","115.303 ha (2,8%)","87.849 ha (2,1%)","67.110 ha (1,6%)","108.677 ha (2,6%)","133.547 ha (3,2%)","125.587 ha (3%)","110.806 ha (2,7%)","113.549 ha (2,7%)","121.343 ha (2,9%)","136.776 ha (3,3%)","131.506 ha (3,2%)","132.511 ha (3,2%)","109.791 ha (2,6%)","102.236 ha (2,5%)","111.579 ha (2,7%)","94.158 ha (2,3%)","95.669 ha (2,3%)","102.717 ha (2,5%)","107.308 ha (2,6%)","92.034 ha (2,2%)","96.609 ha (2,3%)","90.286 ha (2,2%)","97.452 ha (2,3%)","107.431 ha (2,6%)","115.700 ha (2,8%)","123.165 ha (3%)","137.312 ha (3,3%)","157.172 ha (3,8%)","194.418 ha (4,7%)","320.925 ha (7,7%)"
