total_focos,ano,mes,estado
853,2002,11,PR
17,2002,11,RJ
279,2002,11,RN
1120,2002,11,RO
549,2002,11,RR
138,2002,11,RS
554,2002,11,SC
71,2002,11,SE
129,2002,11,SP
695,2002,11,TO
71,2002,12,AC
115,2002,12,AL
1168,2002,12,AM
396,2002,12,AP
1015,2002,12,BA
2477,2002,12,CE
1,2002,12,DF
552,2002,12,ES
118,2002,12,GO
3404,2002,12,MA
282,2002,12,MG
486,2002,12,MS
1127,2002,12,MT
5113,2002,12,PA
208,2002,12,PB
274,2002,12,PE
638,2002,12,PI
363,2002,12,PR
14,2002,12,RJ
276,2002,12,RN
316,2002,12,RO
472,2002,12,RR
108,2002,12,RS
143,2002,12,SC
127,2002,12,SE
77,2002,12,SP
292,2002,12,TO
170,2003,1,AC
274,2003,1,AL
1676,2003,1,AM
769,2003,1,AP
599,2003,1,BA
696,2003,1,CE
1082,2003,1,ES
13,2003,1,GO
657,2003,1,MA
188,2003,1,MG
238,2003,1,MS
883,2003,1,MT
1666,2003,1,PA
267,2003,1,PB
232,2003,1,PE
354,2003,1,PI
177,2003,1,PR
2,2003,1,RJ
190,2003,1,RN
792,2003,1,RO
961,2003,1,RR
91,2003,1,RS
92,2003,1,SC
222,2003,1,SE
67,2003,1,SP
435,2003,1,TO
405,2003,2,AC
324,2003,2,AL
843,2003,2,AM
883,2003,2,AP
349,2003,2,BA
323,2003,2,CE
1,2003,2,DF
746,2003,2,ES
55,2003,2,GO
249,2003,2,MA
240,2003,2,MG
142,2003,2,MS
566,2003,2,MT
246,2003,2,PA
575,2003,2,PB
45,2003,2,PE
607,2003,2,PI
100,2003,2,PR
17,2003,2,RJ
141,2003,2,RN
402,2003,2,RO
1255,2003,2,RR
18,2003,2,RS
64,2003,2,SC
101,2003,2,SE
184,2003,2,SP
374,2003,2,TO
928,2003,3,AC
392,2003,3,AL
1144,2003,3,AM
669,2003,3,AP
477,2003,3,BA
19,2003,3,CE
447,2003,3,ES
34,2003,3,GO
193,2003,3,MA
127,2003,3,MG
159,2003,3,MS
541,2003,3,MT
239,2003,3,PA
1247,2003,3,PB
14,2003,3,PE
544,2003,3,PI
139,2003,3,PR
33,2003,3,RJ
474,2003,3,RN
136,2003,3,RO
2146,2003,3,RR
50,2003,3,RS
111,2003,3,SC
324,2003,3,SE
96,2003,3,SP
615,2003,3,TO
367,2003,4,AC
47,2003,4,AL
651,2003,4,AM
484,2003,4,AP
517,2003,4,BA
35,2003,4,CE
101,2003,4,ES
127,2003,4,GO
174,2003,4,MA
265,2003,4,MG
177,2003,4,MS
930,2003,4,MT
346,2003,4,PA
184,2003,4,PB
21,2003,4,PE
113,2003,4,PI
245,2003,4,PR
24,2003,4,RJ
95,2003,4,RN
86,2003,4,RO
767,2003,4,RR
133,2003,4,RS
290,2003,4,SC
146,2003,4,SE
165,2003,4,SP
1065,2003,4,TO
256,2003,5,AC
19,2003,5,AL
240,2003,5,AM
264,2003,5,AP
228,2003,5,BA
45,2003,5,CE
1,2003,5,DF
41,2003,5,ES
265,2003,5,GO
325,2003,5,MA
369,2003,5,MG
273,2003,5,MS
2765,2003,5,MT
274,2003,5,PA
27,2003,5,PB
33,2003,5,PE
209,2003,5,PI
552,2003,5,PR
32,2003,5,RJ
61,2003,5,RN
227,2003,5,RO
316,2003,5,RR
179,2003,5,RS
492,2003,5,SC
7,2003,5,SE
385,2003,5,SP
1324,2003,5,TO
231,2003,6,AC
8,2003,6,AL
143,2003,6,AM
107,2003,6,AP
369,2003,6,BA
49,2003,6,CE
32,2003,6,DF
141,2003,6,ES
855,2003,6,GO
983,2003,6,MA
1065,2003,6,MG
499,2003,6,MS
9038,2003,6,MT
481,2003,6,PA
12,2003,6,PB
28,2003,6,PE
402,2003,6,PI
799,2003,6,PR
155,2003,6,RJ
101,2003,6,RN
403,2003,6,RO
275,2003,6,RR
104,2003,6,RS
339,2003,6,SC
1,2003,6,SE
757,2003,6,SP
1886,2003,6,TO
1074,2003,7,AC
31,2003,7,AL
921,2003,7,AM
265,2003,7,AP
572,2003,7,BA
162,2003,7,CE
50,2003,7,DF
141,2003,7,ES
867,2003,7,GO
3767,2003,7,MA
1465,2003,7,MG
571,2003,7,MS
12311,2003,7,MT
4133,2003,7,PA
36,2003,7,PB
131,2003,7,PE
2422,2003,7,PI
678,2003,7,PR
235,2003,7,RJ
639,2003,7,RN
2039,2003,7,RO
668,2003,7,RR
687,2003,7,RS
414,2003,7,SC
15,2003,7,SE
885,2003,7,SP
3207,2003,7,TO
3845,2003,8,AC
56,2003,8,AL
3435,2003,8,AM
451,2003,8,AP
1158,2003,8,BA
1108,2003,8,CE
43,2003,8,DF
240,2003,8,ES
975,2003,8,GO
4886,2003,8,MA
2094,2003,8,MG
1002,2003,8,MS
12841,2003,8,MT
9358,2003,8,PA
85,2003,8,PB
756,2003,8,PE
5022,2003,8,PI
2770,2003,8,PR
250,2003,8,RJ
774,2003,8,RN
10262,2003,8,RO
1428,2003,8,RR
2728,2003,8,RS
2611,2003,8,SC
1194,2003,8,SP
4836,2003,8,TO
6446,2003,9,AC
49,2003,9,AL
3094,2003,9,AM
488,2003,9,AP
9598,2003,9,BA
1457,2003,9,CE
22,2003,9,DF
418,2003,9,ES
1978,2003,9,GO
9518,2003,9,MA
7491,2003,9,MG
1185,2003,9,MS
19936,2003,9,MT
13032,2003,9,PA
119,2003,9,PB
1411,2003,9,PE
7936,2003,9,PI
2867,2003,9,PR
224,2003,9,RJ
659,2003,9,RN
11966,2003,9,RO
1612,2003,9,RR
1163,2003,9,RS
1641,2003,9,SC
6,2003,9,SE
1104,2003,9,SP
8748,2003,9,TO
1363,2003,10,AC
18,2003,10,AL
2220,2003,10,AM
658,2003,10,AP
4517,2003,10,BA
2577,2003,10,CE
12,2003,10,DF
291,2003,10,ES
1318,2003,10,GO
8846,2003,10,MA
5542,2003,10,MG
710,2003,10,MS
6660,2003,10,MT
6757,2003,10,PA
436,2003,10,PB
1245,2003,10,PE
4078,2003,10,PI
1480,2003,10,PR
117,2003,10,RJ
508,2003,10,RN
7985,2003,10,RO
650,2003,10,RR
595,2003,10,RS
883,2003,10,SC
4,2003,10,SE
475,2003,10,SP
3248,2003,10,TO
222,2003,11,AC
26,2003,11,AL
1383,2003,11,AM
1192,2003,11,AP
659,2003,11,BA
4814,2003,11,CE
393,2003,11,ES
212,2003,11,GO
7785,2003,11,MA
512,2003,11,MG
476,2003,11,MS
2443,2003,11,MT
10771,2003,11,PA
615,2003,11,PB
709,2003,11,PE
3107,2003,11,PI
720,2003,11,PR
10,2003,11,RJ
526,2003,11,RN
911,2003,11,RO
655,2003,11,RR
209,2003,11,RS
482,2003,11,SC
5,2003,11,SE
207,2003,11,SP
1149,2003,11,TO
82,2003,12,AC
57,2003,12,AL
1713,2003,12,AM
766,2003,12,AP
870,2003,12,BA
3460,2003,12,CE
453,2003,12,ES
175,2003,12,GO
3857,2003,12,MA
283,2003,12,MG
180,2003,12,MS
1646,2003,12,MT
8376,2003,12,PA
348,2003,12,PB
250,2003,12,PE
790,2003,12,PI
339,2003,12,PR
12,2003,12,RJ
346,2003,12,RN
377,2003,12,RO
498,2003,12,RR
175,2003,12,RS
229,2003,12,SC
45,2003,12,SE
78,2003,12,SP
307,2003,12,TO
100,2004,1,AC
76,2004,1,AL
1261,2004,1,AM
302,2004,1,AP
247,2004,1,BA
745,2004,1,CE
1046,2004,1,ES
15,2004,1,GO
540,2004,1,MA
271,2004,1,MG
375,2004,1,MS
261,2004,1,MT
1123,2004,1,PA
71,2004,1,PB
71,2004,1,PE
322,2004,1,PI
206,2004,1,PR
3,2004,1,RJ
80,2004,1,RN
144,2004,1,RO
721,2004,1,RR
108,2004,1,RS
63,2004,1,SC
25,2004,1,SE
56,2004,1,SP
628,2004,1,TO
237,2004,2,AC
169,2004,2,AL
835,2004,2,AM
727,2004,2,AP
250,2004,2,BA
655,2004,2,CE
1191,2004,2,ES
14,2004,2,GO
308,2004,2,MA
126,2004,2,MG
271,2004,2,MS
397,2004,2,MT
282,2004,2,PA
120,2004,2,PB
15,2004,2,PE
390,2004,2,PI
92,2004,2,PR
6,2004,2,RJ
70,2004,2,RN
142,2004,2,RO
737,2004,2,RR
103,2004,2,RS
64,2004,2,SC
25,2004,2,SE
91,2004,2,SP
561,2004,2,TO
798,2004,3,AC
386,2004,3,AL
878,2004,3,AM
297,2004,3,AP
214,2004,3,BA
33,2004,3,CE
456,2004,3,ES
59,2004,3,GO
592,2004,3,MA
125,2004,3,MG
323,2004,3,MS
822,2004,3,MT
531,2004,3,PA
204,2004,3,PB
13,2004,3,PE
434,2004,3,PI
169,2004,3,PR
5,2004,3,RJ
158,2004,3,RN
188,2004,3,RO
1302,2004,3,RR
225,2004,3,RS
141,2004,3,SC
277,2004,3,SE
122,2004,3,SP
670,2004,3,TO
265,2004,4,AC
34,2004,4,AL
555,2004,4,AM
179,2004,4,AP
202,2004,4,BA
28,2004,4,CE
2,2004,4,DF
72,2004,4,ES
84,2004,4,GO
257,2004,4,MA
163,2004,4,MG
175,2004,4,MS
946,2004,4,MT
244,2004,4,PA
41,2004,4,PB
17,2004,4,PE
108,2004,4,PI
172,2004,4,PR
12,2004,4,RJ
49,2004,4,RN
56,2004,4,RO
564,2004,4,RR
218,2004,4,RS
185,2004,4,SC
110,2004,4,SE
112,2004,4,SP
513,2004,4,TO
264,2004,5,AC
5,2004,5,AL
302,2004,5,AM
51,2004,5,AP
251,2004,5,BA
92,2004,5,CE
11,2004,5,DF
33,2004,5,ES
313,2004,5,GO
640,2004,5,MA
237,2004,5,MG
58,2004,5,MS
4053,2004,5,MT
258,2004,5,PA
12,2004,5,PB
28,2004,5,PE
361,2004,5,PI
45,2004,5,PR
13,2004,5,RJ
22,2004,5,RN
55,2004,5,RO
53,2004,5,RR
58,2004,5,RS
40,2004,5,SC
14,2004,5,SE
215,2004,5,SP
720,2004,5,TO
117,2004,6,AC
14,2004,6,AL
111,2004,6,AM
61,2004,6,AP
310,2004,6,BA
60,2004,6,CE
5,2004,6,DF
53,2004,6,ES
515,2004,6,GO
1930,2004,6,MA
303,2004,6,MG
550,2004,6,MS
11530,2004,6,MT
783,2004,6,PA
10,2004,6,PB
50,2004,6,PE
941,2004,6,PI
394,2004,6,PR
55,2004,6,RJ
161,2004,6,RN
379,2004,6,RO
394,2004,6,RR
260,2004,6,RS
369,2004,6,SC
2,2004,6,SE
448,2004,6,SP
1598,2004,6,TO
309,2004,7,AC
23,2004,7,AL
471,2004,7,AM
61,2004,7,AP
365,2004,7,BA
191,2004,7,CE
46,2004,7,DF
91,2004,7,ES
852,2004,7,GO
3312,2004,7,MA
831,2004,7,MG
598,2004,7,MS
13214,2004,7,MT
6768,2004,7,PA
27,2004,7,PB
78,2004,7,PE
2641,2004,7,PI
418,2004,7,PR
51,2004,7,RJ
517,2004,7,RN
1846,2004,7,RO
509,2004,7,RR
539,2004,7,RS
243,2004,7,SC
13,2004,7,SE
529,2004,7,SP
2204,2004,7,TO
1471,2004,8,AC
100,2004,8,AL
2046,2004,8,AM
189,2004,8,AP
1575,2004,8,BA
833,2004,8,CE
110,2004,8,DF
124,2004,8,ES
1618,2004,8,GO
4358,2004,8,MA
1865,2004,8,MG
1605,2004,8,MS
16025,2004,8,MT
18050,2004,8,PA
99,2004,8,PB
290,2004,8,PE
4053,2004,8,PI
1989,2004,8,PR
151,2004,8,RJ
345,2004,8,RN
9987,2004,8,RO
1190,2004,8,RR
1142,2004,8,RS
1357,2004,8,SC
20,2004,8,SE
1012,2004,8,SP
3182,2004,8,TO
6044,2004,9,AC
57,2004,9,AL
2725,2004,9,AM
270,2004,9,AP
7450,2004,9,BA
1156,2004,9,CE
116,2004,9,DF
172,2004,9,ES
3544,2004,9,GO
8253,2004,9,MA
5289,2004,9,MG
3070,2004,9,MS
34088,2004,9,MT
14417,2004,9,PA
72,2004,9,PB
1051,2004,9,PE
6274,2004,9,PI
1810,2004,9,PR
338,2004,9,RJ
309,2004,9,RN
24572,2004,9,RO
1086,2004,9,RR
643,2004,9,RS
943,2004,9,SC
2,2004,9,SE
1104,2004,9,SP
9411,2004,9,TO
861,2004,10,AC
31,2004,10,AL
1820,2004,10,AM
590,2004,10,AP
5704,2004,10,BA
1768,2004,10,CE
22,2004,10,DF
190,2004,10,ES
1548,2004,10,GO
6141,2004,10,MA
3066,2004,10,MG
1104,2004,10,MS
11405,2004,10,MT
7492,2004,10,PA
214,2004,10,PB
763,2004,10,PE
4178,2004,10,PI
967,2004,10,PR
40,2004,10,RJ
321,2004,10,RN
5322,2004,10,RO
1004,2004,10,RR
992,2004,10,RS
1056,2004,10,SC
3,2004,10,SE
248,2004,10,SP
3724,2004,10,TO
192,2004,11,AC
46,2004,11,AL
1478,2004,11,AM
1426,2004,11,AP
2018,2004,11,BA
3666,2004,11,CE
299,2004,11,ES
356,2004,11,GO
10547,2004,11,MA
1066,2004,11,MG
312,2004,11,MS
2825,2004,11,MT
15970,2004,11,PA
405,2004,11,PB
584,2004,11,PE
2559,2004,11,PI
556,2004,11,PR
60,2004,11,RJ
255,2004,11,RN
719,2004,11,RO
654,2004,11,RR
273,2004,11,RS
454,2004,11,SC
54,2004,11,SE
230,2004,11,SP
1051,2004,11,TO
85,2004,12,AC
87,2004,12,AL
1203,2004,12,AM
1335,2004,12,AP
678,2004,12,BA
4855,2004,12,CE
758,2004,12,ES
94,2004,12,GO
5408,2004,12,MA
247,2004,12,MG
175,2004,12,MS
1446,2004,12,MT
10264,2004,12,PA
408,2004,12,PB
464,2004,12,PE
1298,2004,12,PI
314,2004,12,PR
16,2004,12,RJ
353,2004,12,RN
491,2004,12,RO
652,2004,12,RR
168,2004,12,RS
115,2004,12,SC
97,2004,12,SE
166,2004,12,SP
353,2004,12,TO
94,2005,1,AC
132,2005,1,AL
1112,2005,1,AM
413,2005,1,AP
426,2005,1,BA
727,2005,1,CE
587,2005,1,ES
30,2005,1,GO
879,2005,1,MA
94,2005,1,MG
71,2005,1,MS
440,2005,1,MT
3002,2005,1,PA
206,2005,1,PB
282,2005,1,PE
293,2005,1,PI
76,2005,1,PR
13,2005,1,RJ
188,2005,1,RN
203,2005,1,RO
300,2005,1,RR
186,2005,1,RS
61,2005,1,SC
115,2005,1,SE
24,2005,1,SP
371,2005,1,TO
215,2005,2,AC
161,2005,2,AL
591,2005,2,AM
408,2005,2,AP
269,2005,2,BA
408,2005,2,CE
502,2005,2,ES
110,2005,2,GO
149,2005,2,MA
112,2005,2,MG
301,2005,2,MS
951,2005,2,MT
415,2005,2,PA
93,2005,2,PB
56,2005,2,PE
191,2005,2,PI
158,2005,2,PR
9,2005,2,RJ
71,2005,2,RN
291,2005,2,RO
511,2005,2,RR
54,2005,2,RS
79,2005,2,SC
60,2005,2,SE
131,2005,2,SP
692,2005,2,TO
510,2005,3,AC
223,2005,3,AL
1480,2005,3,AM
558,2005,3,AP
255,2005,3,BA
21,2005,3,CE
416,2005,3,ES
46,2005,3,GO
352,2005,3,MA
161,2005,3,MG
261,2005,3,MS
423,2005,3,MT
441,2005,3,PA
257,2005,3,PB
56,2005,3,PE
187,2005,3,PI
140,2005,3,PR
15,2005,3,RJ
131,2005,3,RN
262,2005,3,RO
1109,2005,3,RR
183,2005,3,RS
189,2005,3,SC
178,2005,3,SE
130,2005,3,SP
1188,2005,3,TO
236,2005,4,AC
23,2005,4,AL
704,2005,4,AM
254,2005,4,AP
182,2005,4,BA
21,2005,4,CE
108,2005,4,ES
150,2005,4,GO
140,2005,4,MA
230,2005,4,MG
251,2005,4,MS
1010,2005,4,MT
87,2005,4,PA
47,2005,4,PB
15,2005,4,PE
101,2005,4,PI
100,2005,4,PR
13,2005,4,RJ
48,2005,4,RN
214,2005,4,RO
239,2005,4,RR
81,2005,4,RS
116,2005,4,SC
53,2005,4,SE
213,2005,4,SP
637,2005,4,TO
170,2005,5,AC
4,2005,5,AL
250,2005,5,AM
68,2005,5,AP
169,2005,5,BA
43,2005,5,CE
4,2005,5,DF
85,2005,5,ES
269,2005,5,GO
226,2005,5,MA
230,2005,5,MG
483,2005,5,MS
2259,2005,5,MT
151,2005,5,PA
13,2005,5,PB
74,2005,5,PE
118,2005,5,PI
248,2005,5,PR
25,2005,5,RJ
45,2005,5,RN
195,2005,5,RO
267,2005,5,RR
144,2005,5,RS
175,2005,5,SC
1,2005,5,SE
401,2005,5,SP
725,2005,5,TO
264,2005,6,AC
10,2005,6,AL
180,2005,6,AM
33,2005,6,AP
246,2005,6,BA
42,2005,6,CE
4,2005,6,DF
90,2005,6,ES
248,2005,6,GO
724,2005,6,MA
336,2005,6,MG
557,2005,6,MS
2696,2005,6,MT
677,2005,6,PA
13,2005,6,PB
79,2005,6,PE
283,2005,6,PI
223,2005,6,PR
51,2005,6,RJ
33,2005,6,RN
299,2005,6,RO
258,2005,6,RR
127,2005,6,RS
197,2005,6,SC
396,2005,6,SP
948,2005,6,TO
1687,2005,7,AC
25,2005,7,AL
2156,2005,7,AM
100,2005,7,AP
438,2005,7,BA
383,2005,7,CE
38,2005,7,DF
184,2005,7,ES
536,2005,7,GO
2729,2005,7,MA
874,2005,7,MG
1364,2005,7,MS
6543,2005,7,MT
9534,2005,7,PA
38,2005,7,PB
295,2005,7,PE
1515,2005,7,PI
495,2005,7,PR
59,2005,7,RJ
385,2005,7,RN
2212,2005,7,RO
562,2005,7,RR
296,2005,7,RS
392,2005,7,SC
22,2005,7,SE
525,2005,7,SP
2553,2005,7,TO
8615,2005,8,AC
58,2005,8,AL
6349,2005,8,AM
229,2005,8,AP
1214,2005,8,BA
1608,2005,8,CE
46,2005,8,DF
193,2005,8,ES
970,2005,8,GO
4189,2005,8,MA
1521,2005,8,MG
6141,2005,8,MS
18153,2005,8,MT
23789,2005,8,PA
23,2005,8,PB
1081,2005,8,PE
3181,2005,8,PI
1894,2005,8,PR
243,2005,8,RJ
476,2005,8,RN
14581,2005,8,RO
1457,2005,8,RR
824,2005,8,RS
1357,2005,8,SC
4,2005,8,SE
1161,2005,8,SP
6135,2005,8,TO
6609,2005,9,AC
25,2005,9,AL
5162,2005,9,AM
430,2005,9,AP
4310,2005,9,BA
928,2005,9,CE
25,2005,9,DF
185,2005,9,ES
1565,2005,9,GO
8982,2005,9,MA
2305,2005,9,MG
2291,2005,9,MS
27674,2005,9,MT
12856,2005,9,PA
54,2005,9,PB
1082,2005,9,PE
5509,2005,9,PI
546,2005,9,PR
67,2005,9,RJ
447,2005,9,RN
21772,2005,9,RO
607,2005,9,RR
430,2005,9,RS
208,2005,9,SC
2,2005,9,SE
291,2005,9,SP
8843,2005,9,TO
1149,2005,10,AC
28,2005,10,AL
1830,2005,10,AM
633,2005,10,AP
9036,2005,10,BA
1756,2005,10,CE
18,2005,10,DF
380,2005,10,ES
2018,2005,10,GO
9326,2005,10,MA
7150,2005,10,MG
806,2005,10,MS
9852,2005,10,MT
8734,2005,10,PA
189,2005,10,PB
651,2005,10,PE
4924,2005,10,PI
175,2005,10,PR
168,2005,10,RJ
438,2005,10,RN
4871,2005,10,RO
376,2005,10,RR
119,2005,10,RS
225,2005,10,SC
14,2005,10,SE
264,2005,10,SP
5012,2005,10,TO
165,2005,11,AC
41,2005,11,AL
1465,2005,11,AM
1122,2005,11,AP
1803,2005,11,BA
3527,2005,11,CE
5,2005,11,DF
423,2005,11,ES
169,2005,11,GO
7024,2005,11,MA
548,2005,11,MG
226,2005,11,MS
1539,2005,11,MT
9400,2005,11,PA
311,2005,11,PB
522,2005,11,PE
2244,2005,11,PI
764,2005,11,PR
18,2005,11,RJ
368,2005,11,RN
833,2005,11,RO
864,2005,11,RR
290,2005,11,RS
500,2005,11,SC
27,2005,11,SE
206,2005,11,SP
886,2005,11,TO
96,2005,12,AC
38,2005,12,AL
1059,2005,12,AM
179,2005,12,AP
353,2005,12,BA
2624,2005,12,CE
620,2005,12,ES
17,2005,12,GO
3902,2005,12,MA
206,2005,12,MG
152,2005,12,MS
564,2005,12,MT
3823,2005,12,PA
315,2005,12,PB
370,2005,12,PE
990,2005,12,PI
204,2005,12,PR
6,2005,12,RJ
217,2005,12,RN
185,2005,12,RO
445,2005,12,RR
133,2005,12,RS
83,2005,12,SC
44,2005,12,SE
90,2005,12,SP
284,2005,12,TO
143,2006,1,AC
101,2006,1,AL
571,2006,1,AM
263,2006,1,AP
333,2006,1,BA
421,2006,1,CE
267,2006,1,ES
104,2006,1,GO
605,2006,1,MA
169,2006,1,MG
72,2006,1,MS
1000,2006,1,MT
961,2006,1,PA
125,2006,1,PB
155,2006,1,PE
299,2006,1,PI
109,2006,1,PR
18,2006,1,RJ
120,2006,1,RN
114,2006,1,RO
320,2006,1,RR
64,2006,1,RS
74,2006,1,SC
40,2006,1,SE
107,2006,1,SP
545,2006,1,TO
228,2006,2,AC
166,2006,2,AL
676,2006,2,AM
416,2006,2,AP
469,2006,2,BA
199,2006,2,CE
498,2006,2,ES
28,2006,2,GO
244,2006,2,MA
162,2006,2,MG
149,2006,2,MS
414,2006,2,MT
248,2006,2,PA
163,2006,2,PB
51,2006,2,PE
242,2006,2,PI
95,2006,2,PR
11,2006,2,RJ
59,2006,2,RN
139,2006,2,RO
729,2006,2,RR
63,2006,2,RS
35,2006,2,SC
64,2006,2,SE
91,2006,2,SP
551,2006,2,TO
436,2006,3,AC
156,2006,3,AL
852,2006,3,AM
175,2006,3,AP
304,2006,3,BA
26,2006,3,CE
373,2006,3,ES
42,2006,3,GO
106,2006,3,MA
103,2006,3,MG
166,2006,3,MS
474,2006,3,MT
71,2006,3,PA
100,2006,3,PB
25,2006,3,PE
116,2006,3,PI
92,2006,3,PR
14,2006,3,RJ
96,2006,3,RN
116,2006,3,RO
787,2006,3,RR
128,2006,3,RS
90,2006,3,SC
122,2006,3,SE
186,2006,3,SP
586,2006,3,TO
130,2006,4,AC
20,2006,4,AL
753,2006,4,AM
170,2006,4,AP
117,2006,4,BA
24,2006,4,CE
1,2006,4,DF
143,2006,4,ES
61,2006,4,GO
114,2006,4,MA
158,2006,4,MG
106,2006,4,MS
428,2006,4,MT
73,2006,4,PA
24,2006,4,PB
23,2006,4,PE
41,2006,4,PI
187,2006,4,PR
16,2006,4,RJ
35,2006,4,RN
56,2006,4,RO
593,2006,4,RR
172,2006,4,RS
227,2006,4,SC
37,2006,4,SE
285,2006,4,SP
552,2006,4,TO
372,2006,5,AC
11,2006,5,AL
283,2006,5,AM
147,2006,5,AP
177,2006,5,BA
81,2006,5,CE
9,2006,5,DF
91,2006,5,ES
192,2006,5,GO
441,2006,5,MA
379,2006,5,MG
298,2006,5,MS
1013,2006,5,MT
114,2006,5,PA
9,2006,5,PB
68,2006,5,PE
234,2006,5,PI
452,2006,5,PR
56,2006,5,RJ
34,2006,5,RN
227,2006,5,RO
509,2006,5,RR
267,2006,5,RS
346,2006,5,SC
2,2006,5,SE
587,2006,5,SP
914,2006,5,TO
97,2006,6,AC
6,2006,6,AL
211,2006,6,AM
39,2006,6,AP
224,2006,6,BA
69,2006,6,CE
10,2006,6,DF
79,2006,6,ES
298,2006,6,GO
654,2006,6,MA
444,2006,6,MG
285,2006,6,MS
2398,2006,6,MT
487,2006,6,PA
28,2006,6,PB
53,2006,6,PE
291,2006,6,PI
396,2006,6,PR
148,2006,6,RJ
118,2006,6,RN
375,2006,6,RO
137,2006,6,RR
115,2006,6,RS
220,2006,6,SC
3,2006,6,SE
667,2006,6,SP
1295,2006,6,TO
579,2006,7,AC
6,2006,7,AL
727,2006,7,AM
124,2006,7,AP
501,2006,7,BA
347,2006,7,CE
38,2006,7,DF
106,2006,7,ES
502,2006,7,GO
1879,2006,7,MA
1277,2006,7,MG
728,2006,7,MS
4561,2006,7,MT
2150,2006,7,PA
32,2006,7,PB
213,2006,7,PE
917,2006,7,PI
891,2006,7,PR
301,2006,7,RJ
279,2006,7,RN
1458,2006,7,RO
640,2006,7,RR
615,2006,7,RS
707,2006,7,SC
11,2006,7,SE
1011,2006,7,SP
2385,2006,7,TO
2153,2006,8,AC
73,2006,8,AL
3626,2006,8,AM
318,2006,8,AP
1394,2006,8,BA
989,2006,8,CE
64,2006,8,DF
187,2006,8,ES
948,2006,8,GO
4874,2006,8,MA
1948,2006,8,MG
1570,2006,8,MS
9975,2006,8,MT
15394,2006,8,PA
90,2006,8,PB
444,2006,8,PE
3585,2006,8,PI
1681,2006,8,PR
322,2006,8,RJ
611,2006,8,RN
7670,2006,8,RO
1241,2006,8,RR
1537,2006,8,RS
1862,2006,8,SC
32,2006,8,SE
1096,2006,8,SP
5307,2006,8,TO
4201,2006,9,AC
36,2006,9,AL
4479,2006,9,AM
372,2006,9,AP
3233,2006,9,BA
1117,2006,9,CE
17,2006,9,DF
292,2006,9,ES
1630,2006,9,GO
6209,2006,9,MA
3081,2006,9,MG
1199,2006,9,MS
17382,2006,9,MT
13415,2006,9,PA
62,2006,9,PB
939,2006,9,PE
5124,2006,9,PI
1141,2006,9,PR
243,2006,9,RJ
467,2006,9,RN
15648,2006,9,RO
628,2006,9,RR
728,2006,9,RS
769,2006,9,SC
840,2006,9,SP
6879,2006,9,TO
725,2006,10,AC
41,2006,10,AL
2573,2006,10,AM
607,2006,10,AP
2399,2006,10,BA
1099,2006,10,CE
1,2006,10,DF
203,2006,10,ES
270,2006,10,GO
4629,2006,10,MA
818,2006,10,MG
333,2006,10,MS
2818,2006,10,MT
9377,2006,10,PA
142,2006,10,PB
464,2006,10,PE
2365,2006,10,PI
562,2006,10,PR
34,2006,10,RJ
229,2006,10,RN
2020,2006,10,RO
383,2006,10,RR
213,2006,10,RS
379,2006,10,SC
5,2006,10,SE
233,2006,10,SP
2629,2006,10,TO
111,2006,11,AC
30,2006,11,AL
1112,2006,11,AM
672,2006,11,AP
811,2006,11,BA
2092,2006,11,CE
287,2006,11,ES
254,2006,11,GO
7057,2006,11,MA
198,2006,11,MG
250,2006,11,MS
2711,2006,11,MT
9699,2006,11,PA
399,2006,11,PB
613,2006,11,PE
2229,2006,11,PI
205,2006,11,PR
7,2006,11,RJ
316,2006,11,RN
1084,2006,11,RO
347,2006,11,RR
136,2006,11,RS
212,2006,11,SC
10,2006,11,SE
170,2006,11,SP
1069,2006,11,TO
95,2006,12,AC
66,2006,12,AL
1052,2006,12,AM
295,2006,12,AP
496,2006,12,BA
2470,2006,12,CE
402,2006,12,ES
58,2006,12,GO
3509,2006,12,MA
138,2006,12,MG
88,2006,12,MS
305,2006,12,MT
5160,2006,12,PA
372,2006,12,PB
398,2006,12,PE
836,2006,12,PI
69,2006,12,PR
2,2006,12,RJ
186,2006,12,RN
69,2006,12,RO
611,2006,12,RR
78,2006,12,RS
65,2006,12,SC
41,2006,12,SE
94,2006,12,SP
236,2006,12,TO
122,2007,1,AC
74,2007,1,AL
1128,2007,1,AM
157,2007,1,AP
480,2007,1,BA
774,2007,1,CE
1,2007,1,DF
722,2007,1,ES
48,2007,1,GO
677,2007,1,MA
115,2007,1,MG
23,2007,1,MS
470,2007,1,MT
855,2007,1,PA
165,2007,1,PB
171,2007,1,PE
259,2007,1,PI
41,2007,1,PR
98,2007,1,RN
65,2007,1,RO
375,2007,1,RR
61,2007,1,RS
27,2007,1,SC
73,2007,1,SE
43,2007,1,SP
339,2007,1,TO
385,2007,2,AC
213,2007,2,AL
1040,2007,2,AM
1360,2007,2,AP
226,2007,2,BA
1086,2007,2,CE
1761,2007,2,ES
20,2007,2,GO
219,2007,2,MA
328,2007,2,MG
137,2007,2,MS
280,2007,2,MT
342,2007,2,PA
362,2007,2,PB
38,2007,2,PE
415,2007,2,PI
73,2007,2,PR
21,2007,2,RJ
76,2007,2,RN
108,2007,2,RO
1643,2007,2,RR
41,2007,2,RS
37,2007,2,SC
54,2007,2,SE
179,2007,2,SP
495,2007,2,TO
