total_focos,ano,mes,estado
1074,2011,6,MT
292,2011,6,PA
9,2011,6,PB
51,2011,6,PE
666,2011,6,PI
274,2011,6,PR
45,2011,6,RJ
115,2011,6,RN
379,2011,6,RO
160,2011,6,RR
109,2011,6,RS
121,2011,6,SC
7,2011,6,SE
318,2011,6,SP
1200,2011,6,TO
339,2011,7,AC
7,2011,7,AL
484,2011,7,AM
108,2011,7,AP
590,2011,7,BA
127,2011,7,CE
54,2011,7,DF
124,2011,7,ES
600,2011,7,GO
2047,2011,7,MA
889,2011,7,MG
270,2011,7,MS
1066,2011,7,MT
1143,2011,7,PA
11,2011,7,PB
132,2011,7,PE
1723,2011,7,PI
420,2011,7,PR
122,2011,7,RJ
356,2011,7,RN
590,2011,7,RO
200,2011,7,RR
188,2011,7,RS
81,2011,7,SC
6,2011,7,SE
581,2011,7,SP
1947,2011,7,TO
1042,2011,8,AC
28,2011,8,AL
1800,2011,8,AM
258,2011,8,AP
1577,2011,8,BA
1288,2011,8,CE
55,2011,8,DF
273,2011,8,ES
1549,2011,8,GO
4271,2011,8,MA
2447,2011,8,MG
567,2011,8,MS
2652,2011,8,MT
3226,2011,8,PA
61,2011,8,PB
663,2011,8,PE
4744,2011,8,PI
582,2011,8,PR
223,2011,8,RJ
579,2011,8,RN
2018,2011,8,RO
556,2011,8,RR
284,2011,8,RS
350,2011,8,SC
19,2011,8,SE
1159,2011,8,SP
4071,2011,8,TO
2245,2011,9,AC
15,2011,9,AL
1808,2011,9,AM
402,2011,9,AP
7014,2011,9,BA
723,2011,9,CE
135,2011,9,DF
215,2011,9,ES
2250,2011,9,GO
6450,2011,9,MA
5930,2011,9,MG
1048,2011,9,MS
6634,2011,9,MT
7009,2011,9,PA
62,2011,9,PB
885,2011,9,PE
7560,2011,9,PI
1156,2011,9,PR
504,2011,9,RJ
435,2011,9,RN
3185,2011,9,RO
790,2011,9,RR
785,2011,9,RS
772,2011,9,SC
1211,2011,9,SP
8231,2011,9,TO
402,2011,10,AC
25,2011,10,AL
1096,2011,10,AM
444,2011,10,AP
2310,2011,10,BA
631,2011,10,CE
175,2011,10,ES
539,2011,10,GO
3406,2011,10,MA
1254,2011,10,MG
348,2011,10,MS
2533,2011,10,MT
4619,2011,10,PA
233,2011,10,PB
610,2011,10,PE
2255,2011,10,PI
308,2011,10,PR
109,2011,10,RJ
177,2011,10,RN
1439,2011,10,RO
317,2011,10,RR
109,2011,10,RS
151,2011,10,SC
7,2011,10,SE
250,2011,10,SP
3258,2011,10,TO
240,2011,11,AC
28,2011,11,AL
1264,2011,11,AM
445,2011,11,AP
200,2011,11,BA
2090,2011,11,CE
245,2011,11,ES
76,2011,11,GO
4155,2011,11,MA
198,2011,11,MG
439,2011,11,MS
1198,2011,11,MT
5781,2011,11,PA
413,2011,11,PB
453,2011,11,PE
1758,2011,11,PI
192,2011,11,PR
15,2011,11,RJ
184,2011,11,RN
416,2011,11,RO
768,2011,11,RR
152,2011,11,RS
100,2011,11,SC
6,2011,11,SE
110,2011,11,SP
1145,2011,11,TO
75,2011,12,AC
63,2011,12,AL
569,2011,12,AM
490,2011,12,AP
293,2011,12,BA
1907,2011,12,CE
303,2011,12,ES
25,2011,12,GO
2792,2011,12,MA
50,2011,12,MG
544,2011,12,MS
453,2011,12,MT
4876,2011,12,PA
213,2011,12,PB
380,2011,12,PE
728,2011,12,PI
102,2011,12,PR
5,2011,12,RJ
176,2011,12,RN
209,2011,12,RO
578,2011,12,RR
82,2011,12,RS
52,2011,12,SC
49,2011,12,SE
64,2011,12,SP
760,2011,12,TO
122,2012,1,AC
67,2012,1,AL
727,2012,1,AM
255,2012,1,AP
228,2012,1,BA
456,2012,1,CE
477,2012,1,ES
22,2012,1,GO
710,2012,1,MA
100,2012,1,MG
187,2012,1,MS
179,2012,1,MT
707,2012,1,PA
92,2012,1,PB
204,2012,1,PE
266,2012,1,PI
46,2012,1,PR
6,2012,1,RJ
89,2012,1,RN
124,2012,1,RO
390,2012,1,RR
79,2012,1,RS
25,2012,1,SC
47,2012,1,SE
49,2012,1,SP
590,2012,1,TO
312,2012,2,AC
121,2012,2,AL
663,2012,2,AM
545,2012,2,AP
266,2012,2,BA
316,2012,2,CE
531,2012,2,ES
29,2012,2,GO
248,2012,2,MA
151,2012,2,MG
127,2012,2,MS
200,2012,2,MT
374,2012,2,PA
131,2012,2,PB
79,2012,2,PE
162,2012,2,PI
77,2012,2,PR
12,2012,2,RJ
63,2012,2,RN
34,2012,2,RO
370,2012,2,RR
43,2012,2,RS
34,2012,2,SC
63,2012,2,SE
107,2012,2,SP
506,2012,2,TO
400,2012,3,AC
112,2012,3,AL
432,2012,3,AM
192,2012,3,AP
488,2012,3,BA
83,2012,3,CE
167,2012,3,ES
71,2012,3,GO
176,2012,3,MA
183,2012,3,MG
192,2012,3,MS
419,2012,3,MT
180,2012,3,PA
79,2012,3,PB
72,2012,3,PE
217,2012,3,PI
88,2012,3,PR
12,2012,3,RJ
25,2012,3,RN
60,2012,3,RO
483,2012,3,RR
100,2012,3,RS
111,2012,3,SC
287,2012,3,SE
138,2012,3,SP
441,2012,3,TO
132,2012,4,AC
20,2012,4,AL
247,2012,4,AM
78,2012,4,AP
433,2012,4,BA
7,2012,4,CE
4,2012,4,DF
153,2012,4,ES
116,2012,4,GO
159,2012,4,MA
201,2012,4,MG
105,2012,4,MS
560,2012,4,MT
80,2012,4,PA
23,2012,4,PB
57,2012,4,PE
144,2012,4,PI
63,2012,4,PR
5,2012,4,RJ
18,2012,4,RN
35,2012,4,RO
173,2012,4,RR
61,2012,4,RS
57,2012,4,SC
64,2012,4,SE
121,2012,4,SP
383,2012,4,TO
118,2012,5,AC
23,2012,5,AL
140,2012,5,AM
34,2012,5,AP
340,2012,5,BA
71,2012,5,CE
105,2012,5,ES
123,2012,5,GO
527,2012,5,MA
178,2012,5,MG
154,2012,5,MS
958,2012,5,MT
141,2012,5,PA
28,2012,5,PB
76,2012,5,PE
435,2012,5,PI
160,2012,5,PR
12,2012,5,RJ
55,2012,5,RN
65,2012,5,RO
274,2012,5,RR
247,2012,5,RS
160,2012,5,SC
18,2012,5,SE
108,2012,5,SP
643,2012,5,TO
128,2012,6,AC
14,2012,6,AL
212,2012,6,AM
43,2012,6,AP
399,2012,6,BA
97,2012,6,CE
4,2012,6,DF
108,2012,6,ES
254,2012,6,GO
1430,2012,6,MA
245,2012,6,MG
110,2012,6,MS
1933,2012,6,MT
338,2012,6,PA
39,2012,6,PB
57,2012,6,PE
1100,2012,6,PI
132,2012,6,PR
11,2012,6,RJ
176,2012,6,RN
115,2012,6,RO
175,2012,6,RR
233,2012,6,RS
111,2012,6,SC
4,2012,6,SE
63,2012,6,SP
1235,2012,6,TO
477,2012,7,AC
10,2012,7,AL
474,2012,7,AM
108,2012,7,AP
919,2012,7,BA
310,2012,7,CE
27,2012,7,DF
120,2012,7,ES
556,2012,7,GO
5022,2012,7,MA
701,2012,7,MG
553,2012,7,MS
2120,2012,7,MT
1121,2012,7,PA
53,2012,7,PB
187,2012,7,PE
2655,2012,7,PI
203,2012,7,PR
62,2012,7,RJ
331,2012,7,RN
413,2012,7,RO
427,2012,7,RR
439,2012,7,RS
102,2012,7,SC
12,2012,7,SE
235,2012,7,SP
2302,2012,7,TO
1687,2012,8,AC
20,2012,8,AL
3818,2012,8,AM
153,2012,8,AP
1852,2012,8,BA
1374,2012,8,CE
51,2012,8,DF
126,2012,8,ES
899,2012,8,GO
11463,2012,8,MA
919,2012,8,MG
2782,2012,8,MS
6429,2012,8,MT
9270,2012,8,PA
70,2012,8,PB
929,2012,8,PE
4861,2012,8,PI
821,2012,8,PR
76,2012,8,RJ
336,2012,8,RN
2938,2012,8,RO
840,2012,8,RR
665,2012,8,RS
718,2012,8,SC
5,2012,8,SE
521,2012,8,SP
5983,2012,8,TO
3285,2012,9,AC
17,2012,9,AL
2948,2012,9,AM
296,2012,9,AP
6869,2012,9,BA
1703,2012,9,CE
67,2012,9,DF
161,2012,9,ES
2334,2012,9,GO
7954,2012,9,MA
2924,2012,9,MG
2166,2012,9,MS
10620,2012,9,MT
8249,2012,9,PA
79,2012,9,PB
1447,2012,9,PE
5179,2012,9,PI
544,2012,9,PR
173,2012,9,RJ
193,2012,9,RN
3774,2012,9,RO
473,2012,9,RR
198,2012,9,RS
274,2012,9,SC
3,2012,9,SE
908,2012,9,SP
9703,2012,9,TO
760,2012,10,AC
40,2012,10,AL
1763,2012,10,AM
637,2012,10,AP
4565,2012,10,BA
1219,2012,10,CE
16,2012,10,DF
254,2012,10,ES
1450,2012,10,GO
6043,2012,10,MA
4040,2012,10,MG
689,2012,10,MS
3475,2012,10,MT
5971,2012,10,PA
153,2012,10,PB
580,2012,10,PE
3318,2012,10,PI
227,2012,10,PR
162,2012,10,RJ
171,2012,10,RN
1954,2012,10,RO
363,2012,10,RR
134,2012,10,RS
63,2012,10,SC
259,2012,10,SP
5342,2012,10,TO
95,2012,11,AC
87,2012,11,AL
1283,2012,11,AM
1199,2012,11,AP
216,2012,11,BA
1217,2012,11,CE
292,2012,11,ES
64,2012,11,GO
2713,2012,11,MA
263,2012,11,MG
150,2012,11,MS
488,2012,11,MT
8890,2012,11,PA
152,2012,11,PB
290,2012,11,PE
697,2012,11,PI
219,2012,11,PR
12,2012,11,RJ
100,2012,11,RN
306,2012,11,RO
468,2012,11,RR
85,2012,11,RS
120,2012,11,SC
6,2012,11,SE
74,2012,11,SP
917,2012,11,TO
81,2012,12,AC
64,2012,12,AL
749,2012,12,AM
539,2012,12,AP
539,2012,12,BA
812,2012,12,CE
307,2012,12,ES
113,2012,12,GO
2149,2012,12,MA
250,2012,12,MG
213,2012,12,MS
572,2012,12,MT
2973,2012,12,PA
88,2012,12,PB
130,2012,12,PE
532,2012,12,PI
88,2012,12,PR
8,2012,12,RJ
100,2012,12,RN
89,2012,12,RO
324,2012,12,RR
38,2012,12,RS
45,2012,12,SC
22,2012,12,SE
79,2012,12,SP
444,2012,12,TO
205,2013,1,AC
96,2013,1,AL
931,2013,1,AM
251,2013,1,AP
183,2013,1,BA
278,2013,1,CE
993,2013,1,ES
43,2013,1,GO
359,2013,1,MA
150,2013,1,MG
161,2013,1,MS
276,2013,1,MT
454,2013,1,PA
124,2013,1,PB
61,2013,1,PE
271,2013,1,PI
49,2013,1,PR
5,2013,1,RJ
71,2013,1,RN
165,2013,1,RO
608,2013,1,RR
47,2013,1,RS
27,2013,1,SC
39,2013,1,SE
51,2013,1,SP
1272,2013,1,TO
346,2013,2,AC
100,2013,2,AL
702,2013,2,AM
460,2013,2,AP
291,2013,2,BA
209,2013,2,CE
1,2013,2,DF
410,2013,2,ES
67,2013,2,GO
146,2013,2,MA
167,2013,2,MG
107,2013,2,MS
374,2013,2,MT
181,2013,2,PA
261,2013,2,PB
36,2013,2,PE
274,2013,2,PI
20,2013,2,PR
15,2013,2,RJ
98,2013,2,RN
97,2013,2,RO
243,2013,2,RR
51,2013,2,RS
11,2013,2,SC
89,2013,2,SE
100,2013,2,SP
866,2013,2,TO
322,2013,3,AC
73,2013,3,AL
1003,2013,3,AM
305,2013,3,AP
468,2013,3,BA
66,2013,3,CE
1,2013,3,DF
196,2013,3,ES
74,2013,3,GO
162,2013,3,MA
139,2013,3,MG
160,2013,3,MS
636,2013,3,MT
134,2013,3,PA
106,2013,3,PB
45,2013,3,PE
127,2013,3,PI
36,2013,3,PR
3,2013,3,RJ
72,2013,3,RN
153,2013,3,RO
498,2013,3,RR
56,2013,3,RS
30,2013,3,SC
140,2013,3,SE
60,2013,3,SP
807,2013,3,TO
284,2013,4,AC
28,2013,4,AL
563,2013,4,AM
169,2013,4,AP
131,2013,4,BA
106,2013,4,CE
81,2013,4,ES
61,2013,4,GO
235,2013,4,MA
81,2013,4,MG
93,2013,4,MS
411,2013,4,MT
83,2013,4,PA
53,2013,4,PB
35,2013,4,PE
209,2013,4,PI
137,2013,4,PR
4,2013,4,RJ
50,2013,4,RN
77,2013,4,RO
341,2013,4,RR
98,2013,4,RS
105,2013,4,SC
32,2013,4,SE
172,2013,4,SP
743,2013,4,TO
270,2013,5,AC
4,2013,5,AL
178,2013,5,AM
54,2013,5,AP
176,2013,5,BA
40,2013,5,CE
2,2013,5,DF
72,2013,5,ES
187,2013,5,GO
258,2013,5,MA
182,2013,5,MG
96,2013,5,MS
962,2013,5,MT
109,2013,5,PA
16,2013,5,PB
18,2013,5,PE
192,2013,5,PI
134,2013,5,PR
14,2013,5,RJ
67,2013,5,RN
54,2013,5,RO
85,2013,5,RR
58,2013,5,RS
98,2013,5,SC
5,2013,5,SE
170,2013,5,SP
688,2013,5,TO
135,2013,6,AC
9,2013,6,AL
173,2013,6,AM
52,2013,6,AP
229,2013,6,BA
34,2013,6,CE
5,2013,6,DF
114,2013,6,ES
202,2013,6,GO
848,2013,6,MA
191,2013,6,MG
46,2013,6,MS
1388,2013,6,MT
351,2013,6,PA
30,2013,6,PB
33,2013,6,PE
421,2013,6,PI
97,2013,6,PR
21,2013,6,RJ
106,2013,6,RN
89,2013,6,RO
78,2013,6,RR
41,2013,6,RS
81,2013,6,SC
4,2013,6,SE
70,2013,6,SP
1168,2013,6,TO
383,2013,7,AC
17,2013,7,AL
522,2013,7,AM
100,2013,7,AP
397,2013,7,BA
184,2013,7,CE
25,2013,7,DF
138,2013,7,ES
356,2013,7,GO
1858,2013,7,MA
512,2013,7,MG
226,2013,7,MS
1711,2013,7,MT
866,2013,7,PA
54,2013,7,PB
110,2013,7,PE
874,2013,7,PI
311,2013,7,PR
60,2013,7,RJ
459,2013,7,RN
303,2013,7,RO
470,2013,7,RR
196,2013,7,RS
215,2013,7,SC
9,2013,7,SE
243,2013,7,SP
1999,2013,7,TO
1380,2013,8,AC
14,2013,8,AL
2206,2013,8,AM
249,2013,8,AP
620,2013,8,BA
547,2013,8,CE
33,2013,8,DF
137,2013,8,ES
527,2013,8,GO
3839,2013,8,MA
933,2013,8,MG
715,2013,8,MS
3739,2013,8,MT
3358,2013,8,PA
66,2013,8,PB
315,2013,8,PE
2458,2013,8,PI
701,2013,8,PR
83,2013,8,RJ
545,2013,8,RN
1750,2013,8,RO
869,2013,8,RR
372,2013,8,RS
454,2013,8,SC
7,2013,8,SE
602,2013,8,SP
3837,2013,8,TO
3754,2013,9,AC
14,2013,9,AL
2444,2013,9,AM
302,2013,9,AP
2660,2013,9,BA
1252,2013,9,CE
33,2013,9,DF
177,2013,9,ES
735,2013,9,GO
5554,2013,9,MA
1625,2013,9,MG
1088,2013,9,MS
5915,2013,9,MT
4452,2013,9,PA
43,2013,9,PB
1257,2013,9,PE
4152,2013,9,PI
545,2013,9,PR
118,2013,9,RJ
343,2013,9,RN
3035,2013,9,RO
448,2013,9,RR
356,2013,9,RS
370,2013,9,SC
2,2013,9,SE
590,2013,9,SP
5363,2013,9,TO
450,2013,10,AC
30,2013,10,AL
1529,2013,10,AM
656,2013,10,AP
1877,2013,10,BA
556,2013,10,CE
3,2013,10,DF
231,2013,10,ES
567,2013,10,GO
3770,2013,10,MA
1172,2013,10,MG
393,2013,10,MS
1828,2013,10,MT
5583,2013,10,PA
73,2013,10,PB
443,2013,10,PE
1843,2013,10,PI
238,2013,10,PR
37,2013,10,RJ
300,2013,10,RN
601,2013,10,RO
429,2013,10,RR
113,2013,10,RS
116,2013,10,SC
3,2013,10,SE
133,2013,10,SP
3886,2013,10,TO
220,2013,11,AC
12,2013,11,AL
864,2013,11,AM
647,2013,11,AP
250,2013,11,BA
1029,2013,11,CE
278,2013,11,ES
162,2013,11,GO
2507,2013,11,MA
246,2013,11,MG
368,2013,11,MS
906,2013,11,MT
3876,2013,11,PA
113,2013,11,PB
177,2013,11,PE
897,2013,11,PI
113,2013,11,PR
26,2013,11,RJ
136,2013,11,RN
143,2013,11,RO
539,2013,11,RR
102,2013,11,RS
80,2013,11,SC
7,2013,11,SE
105,2013,11,SP
1173,2013,11,TO
61,2013,12,AC
42,2013,12,AL
1175,2013,12,AM
255,2013,12,AP
108,2013,12,BA
997,2013,12,CE
2,2013,12,DF
337,2013,12,ES
69,2013,12,GO
2667,2013,12,MA
97,2013,12,MG
162,2013,12,MS
408,2013,12,MT
5636,2013,12,PA
134,2013,12,PB
189,2013,12,PE
496,2013,12,PI
150,2013,12,PR
6,2013,12,RJ
55,2013,12,RN
247,2013,12,RO
543,2013,12,RR
57,2013,12,RS
76,2013,12,SC
10,2013,12,SE
92,2013,12,SP
342,2013,12,TO
329,2014,1,AC
73,2014,1,AL
1076,2014,1,AM
225,2014,1,AP
133,2014,1,BA
373,2014,1,CE
749,2014,1,ES
60,2014,1,GO
402,2014,1,MA
151,2014,1,MG
156,2014,1,MS
244,2014,1,MT
726,2014,1,PA
158,2014,1,PB
87,2014,1,PE
178,2014,1,PI
70,2014,1,PR
26,2014,1,RJ
63,2014,1,RN
371,2014,1,RO
657,2014,1,RR
38,2014,1,RS
51,2014,1,SC
21,2014,1,SE
66,2014,1,SP
413,2014,1,TO
475,2014,2,AC
82,2014,2,AL
549,2014,2,AM
689,2014,2,AP
98,2014,2,BA
242,2014,2,CE
1,2014,2,DF
728,2014,2,ES
34,2014,2,GO
62,2014,2,MA
127,2014,2,MG
119,2014,2,MS
134,2014,2,MT
152,2014,2,PA
182,2014,2,PB
20,2014,2,PE
157,2014,2,PI
57,2014,2,PR
107,2014,2,RJ
50,2014,2,RN
29,2014,2,RO
464,2014,2,RR
27,2014,2,RS
25,2014,2,SC
46,2014,2,SE
94,2014,2,SP
781,2014,2,TO
468,2014,3,AC
55,2014,3,AL
970,2014,3,AM
325,2014,3,AP
136,2014,3,BA
15,2014,3,CE
1,2014,3,DF
323,2014,3,ES
54,2014,3,GO
137,2014,3,MA
71,2014,3,MG
72,2014,3,MS
481,2014,3,MT
134,2014,3,PA
433,2014,3,PB
37,2014,3,PE
254,2014,3,PI
40,2014,3,PR
25,2014,3,RJ
204,2014,3,RN
55,2014,3,RO
894,2014,3,RR
52,2014,3,RS
17,2014,3,SC
137,2014,3,SE
58,2014,3,SP
362,2014,3,TO
286,2014,4,AC
25,2014,4,AL
486,2014,4,AM
168,2014,4,AP
159,2014,4,BA
19,2014,4,CE
2,2014,4,DF
77,2014,4,ES
117,2014,4,GO
140,2014,4,MA
145,2014,4,MG
113,2014,4,MS
658,2014,4,MT
73,2014,4,PA
132,2014,4,PB
15,2014,4,PE
109,2014,4,PI
37,2014,4,PR
9,2014,4,RJ
70,2014,4,RN
50,2014,4,RO
332,2014,4,RR
64,2014,4,RS
35,2014,4,SC
50,2014,4,SE
93,2014,4,SP
437,2014,4,TO
198,2014,5,AC
5,2014,5,AL
258,2014,5,AM
110,2014,5,AP
202,2014,5,BA
29,2014,5,CE
9,2014,5,DF
58,2014,5,ES
197,2014,5,GO
175,2014,5,MA
209,2014,5,MG
68,2014,5,MS
803,2014,5,MT
65,2014,5,PA
36,2014,5,PB
3,2014,5,PE
176,2014,5,PI
111,2014,5,PR
13,2014,5,RJ
20,2014,5,RN
45,2014,5,RO
114,2014,5,RR
60,2014,5,RS
40,2014,5,SC
6,2014,5,SE
178,2014,5,SP
746,2014,5,TO
154,2014,6,AC
4,2014,6,AL
201,2014,6,AM
35,2014,6,AP
239,2014,6,BA
64,2014,6,CE
6,2014,6,DF
38,2014,6,ES
302,2014,6,GO
858,2014,6,MA
344,2014,6,MG
81,2014,6,MS
1696,2014,6,MT
302,2014,6,PA
32,2014,6,PB
37,2014,6,PE
436,2014,6,PI
114,2014,6,PR
39,2014,6,RJ
28,2014,6,RN
116,2014,6,RO
72,2014,6,RR
63,2014,6,RS
3,2014,6,SC
4,2014,6,SE
312,2014,6,SP
1427,2014,6,TO
276,2014,7,AC
26,2014,7,AL
412,2014,7,AM
50,2014,7,AP
249,2014,7,BA
136,2014,7,CE
28,2014,7,DF
113,2014,7,ES
424,2014,7,GO
2206,2014,7,MA
537,2014,7,MG
190,2014,7,MS
2112,2014,7,MT
826,2014,7,PA
100,2014,7,PB
83,2014,7,PE
1351,2014,7,PI
213,2014,7,PR
44,2014,7,RJ
129,2014,7,RN
293,2014,7,RO
148,2014,7,RR
206,2014,7,RS
83,2014,7,SC
10,2014,7,SE
462,2014,7,SP
1564,2014,7,TO
1705,2014,8,AC
29,2014,8,AL
3833,2014,8,AM
96,2014,8,AP
648,2014,8,BA
651,2014,8,CE
96,2014,8,DF
87,2014,8,ES
1201,2014,8,GO
6056,2014,8,MA
1792,2014,8,MG
296,2014,8,MS
6418,2014,8,MT
8234,2014,8,PA
87,2014,8,PB
493,2014,8,PE
3434,2014,8,PI
664,2014,8,PR
185,2014,8,RJ
324,2014,8,RN
3152,2014,8,RO
798,2014,8,RR
1200,2014,8,RS
521,2014,8,SC
1440,2014,8,SP
3704,2014,8,TO
2754,2014,9,AC
29,2014,9,AL
3299,2014,9,AM
195,2014,9,AP
2501,2014,9,BA
705,2014,9,CE
67,2014,9,DF
157,2014,9,ES
1568,2014,9,GO
4608,2014,9,MA
3163,2014,9,MG
343,2014,9,MS
6569,2014,9,MT
6653,2014,9,PA
69,2014,9,PB
808,2014,9,PE
3202,2014,9,PI
420,2014,9,PR
315,2014,9,RJ
118,2014,9,RN
3039,2014,9,RO
251,2014,9,RR
212,2014,9,RS
202,2014,9,SC
2,2014,9,SE
843,2014,9,SP
4375,2014,9,TO
524,2014,10,AC
5,2014,10,AL
900,2014,10,AM
631,2014,10,AP
2526,2014,10,BA
515,2014,10,CE
31,2014,10,DF
258,2014,10,ES
1728,2014,10,GO
5767,2014,10,MA
4376,2014,10,MG
529,2014,10,MS
4657,2014,10,MT
6267,2014,10,PA
77,2014,10,PB
398,2014,10,PE
2147,2014,10,PI
373,2014,10,PR
473,2014,10,RJ
146,2014,10,RN
1176,2014,10,RO
318,2014,10,RR
97,2014,10,RS
123,2014,10,SC
5,2014,10,SE
850,2014,10,SP
5110,2014,10,TO
134,2014,11,AC
9,2014,11,AL
1175,2014,11,AM
686,2014,11,AP
312,2014,11,BA
792,2014,11,CE
268,2014,11,ES
160,2014,11,GO
3907,2014,11,MA
353,2014,11,MG
175,2014,11,MS
836,2014,11,MT
7917,2014,11,PA
110,2014,11,PB
133,2014,11,PE
792,2014,11,PI
59,2014,11,PR
31,2014,11,RJ
126,2014,11,RN
220,2014,11,RO
362,2014,11,RR
54,2014,11,RS
45,2014,11,SC
8,2014,11,SE
48,2014,11,SP
655,2014,11,TO
44,2014,12,AC
40,2014,12,AL
804,2014,12,AM
513,2014,12,AP
126,2014,12,BA
693,2014,12,CE
472,2014,12,ES
52,2014,12,GO
2398,2014,12,MA
125,2014,12,MG
72,2014,12,MS
347,2014,12,MT
4835,2014,12,PA
77,2014,12,PB
119,2014,12,PE
425,2014,12,PI
75,2014,12,PR
16,2014,12,RJ
72,2014,12,RN
206,2014,12,RO
584,2014,12,RR
31,2014,12,RS
35,2014,12,SC
9,2014,12,SE
40,2014,12,SP
498,2014,12,TO
130,2015,1,AC
113,2015,1,AL
680,2015,1,AM
304,2015,1,AP
254,2015,1,BA
248,2015,1,CE
1,2015,1,DF
455,2015,1,ES
105,2015,1,GO
488,2015,1,MA
128,2015,1,MG
176,2015,1,MS
720,2015,1,MT
929,2015,1,PA
71,2015,1,PB
111,2015,1,PE
129,2015,1,PI
87,2015,1,PR
86,2015,1,RJ
59,2015,1,RN
548,2015,1,RO
465,2015,1,RR
29,2015,1,RS
18,2015,1,SC
46,2015,1,SE
82,2015,1,SP
400,2015,1,TO
176,2015,2,AC
76,2015,2,AL
531,2015,2,AM
487,2015,2,AP
138,2015,2,BA
359,2015,2,CE
554,2015,2,ES
43,2015,2,GO
102,2015,2,MA
90,2015,2,MG
106,2015,2,MS
396,2015,2,MT
167,2015,2,PA
71,2015,2,PB
68,2015,2,PE
130,2015,2,PI
42,2015,2,PR
28,2015,2,RJ
39,2015,2,RN
58,2015,2,RO
656,2015,2,RR
34,2015,2,RS
15,2015,2,SC
73,2015,2,SE
37,2015,2,SP
360,2015,2,TO
438,2015,3,AC
103,2015,3,AL
480,2015,3,AM
234,2015,3,AP
192,2015,3,BA
41,2015,3,CE
451,2015,3,ES
48,2015,3,GO
140,2015,3,MA
63,2015,3,MG
119,2015,3,MS
517,2015,3,MT
166,2015,3,PA
151,2015,3,PB
33,2015,3,PE
170,2015,3,PI
43,2015,3,PR
15,2015,3,RJ
145,2015,3,RN
98,2015,3,RO
455,2015,3,RR
70,2015,3,RS
31,2015,3,SC
247,2015,3,SE
45,2015,3,SP
453,2015,3,TO
209,2015,4,AC
64,2015,4,AL
473,2015,4,AM
170,2015,4,AP
127,2015,4,BA
11,2015,4,CE
90,2015,4,ES
58,2015,4,GO
510,2015,4,MA
85,2015,4,MG
54,2015,4,MS
638,2015,4,MT
63,2015,4,PA
48,2015,4,PB
26,2015,4,PE
160,2015,4,PI
77,2015,4,PR
8,2015,4,RJ
44,2015,4,RN
47,2015,4,RO
441,2015,4,RR
166,2015,4,RS
36,2015,4,SC
53,2015,4,SE
70,2015,4,SP
349,2015,4,TO
266,2015,5,AC
21,2015,5,AL
402,2015,5,AM
241,2015,5,AP
135,2015,5,BA
47,2015,5,CE
2,2015,5,DF
81,2015,5,ES
117,2015,5,GO
532,2015,5,MA
109,2015,5,MG
54,2015,5,MS
437,2015,5,MT
114,2015,5,PA
40,2015,5,PB
18,2015,5,PE
138,2015,5,PI
74,2015,5,PR
16,2015,5,RJ
72,2015,5,RN
35,2015,5,RO
129,2015,5,RR
166,2015,5,RS
70,2015,5,SC
23,2015,5,SE
63,2015,5,SP
749,2015,5,TO
205,2015,6,AC
9,2015,6,AL
236,2015,6,AM
79,2015,6,AP
237,2015,6,BA
38,2015,6,CE
1,2015,6,DF
78,2015,6,ES
263,2015,6,GO
1528,2015,6,MA
192,2015,6,MG
289,2015,6,MS
1328,2015,6,MT
294,2015,6,PA
29,2015,6,PB
37,2015,6,PE
473,2015,6,PI
201,2015,6,PR
21,2015,6,RJ
37,2015,6,RN
217,2015,6,RO
191,2015,6,RR
70,2015,6,RS
101,2015,6,SC
6,2015,6,SE
144,2015,6,SP
1227,2015,6,TO
419,2015,7,AC
17,2015,7,AL
483,2015,7,AM
150,2015,7,AP
315,2015,7,BA
133,2015,7,CE
15,2015,7,DF
103,2015,7,ES
320,2015,7,GO
3442,2015,7,MA
272,2015,7,MG
355,2015,7,MS
1461,2015,7,MT
924,2015,7,PA
56,2015,7,PB
128,2015,7,PE
1397,2015,7,PI
131,2015,7,PR
67,2015,7,RJ
124,2015,7,RN
554,2015,7,RO
134,2015,7,RR
59,2015,7,RS
46,2015,7,SC
16,2015,7,SE
139,2015,7,SP
1445,2015,7,TO
2301,2015,8,AC
25,2015,8,AL
4455,2015,8,AM
258,2015,8,AP
856,2015,8,BA
825,2015,8,CE
53,2015,8,DF
158,2015,8,ES
876,2015,8,GO
6436,2015,8,MA
965,2015,8,MG
1200,2015,8,MS
4498,2015,8,MT
7756,2015,8,PA
63,2015,8,PB
653,2015,8,PE
2976,2015,8,PI
640,2015,8,PR
141,2015,8,RJ
115,2015,8,RN
4127,2015,8,RO
440,2015,8,RR
381,2015,8,RS
382,2015,8,SC
11,2015,8,SE
627,2015,8,SP
3486,2015,8,TO
3433,2015,9,AC
24,2015,9,AL
5268,2015,9,AM
493,2015,9,AP
6955,2015,9,BA
929,2015,9,CE
64,2015,9,DF
324,2015,9,ES
2033,2015,9,GO
6326,2015,9,MA
2640,2015,9,MG
1263,2015,9,MS
8933,2015,9,MT
9501,2015,9,PA
94,2015,9,PB
1533,2015,9,PE
5906,2015,9,PI
604,2015,9,PR
74,2015,9,RJ
170,2015,9,RN
5670,2015,9,RO
325,2015,9,RR
185,2015,9,RS
160,2015,9,SC
1,2015,9,SE
344,2015,9,SP
6174,2015,9,TO
