id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1615095642 ,c2cb851a-fa65-3835-a7ea-4b1264e421bf,   -5.486040 ,  -39.739490 ,2023-01-03 16:20:00,Brasil,CEARÁ,PEDRA BRANCA,Caatinga
 1615095643 ,bcffeabb-5db5-3cd0-960a-ef1b1ab7914b,   -5.853530 ,  -39.355370 ,2023-01-03 16:20:00,Brasil,CEARÁ,PIQUET CARNEIRO,Caatinga
 1615095646 ,c912d426-b7f0-31bf-8a3c-655cc655930d,   -5.534260 ,  -38.085080 ,2023-01-03 16:20:00,Brasil,CEARÁ,ALTO SANTO,Caatinga
 1615095647 ,9eabd09d-9ff7-32c7-ad14-d23b7d7824f4,   -5.550350 ,  -40.543550 ,2023-01-03 16:20:00,Brasil,CEARÁ,INDEPENDÊNCIA,Caatinga
 1615095652 ,3295757f-7c40-394c-a545-8ceaf0ff191d,   -5.962120 ,  -39.537090 ,2023-01-03 16:20:00,Brasil,CEARÁ,PIQUET CARNEIRO,Caatinga
 1615095657 ,d8c68bc2-5519-3797-adfe-740a0a07ad5c,   -6.362260 ,  -38.658990 ,2023-01-03 16:20:00,Brasil,CEARÁ,ICÓ,Caatinga
 1615095670 ,642fa369-26f4-360f-a9a5-c9884e3d6cd7,   -6.065380 ,  -39.487250 ,2023-01-03 16:20:00,Brasil,CEARÁ,ACOPIARA,Caatinga
 1615095680 ,5ba1219e-4602-3299-a46e-4e0198277cd4,   -5.604580 ,  -39.796610 ,2023-01-03 16:20:00,Brasil,CEARÁ,MOMBAÇA,Caatinga
 1615095690 ,865ec30e-f0f6-3110-a3c7-8863045cda68,   -3.146780 ,  -41.121510 ,2023-01-03 16:20:00,Brasil,CEARÁ,GRANJA,Caatinga
 1615095691 ,d3dd8c61-d629-3352-98db-55743b0995c7,   -3.148330 ,  -41.132140 ,2023-01-03 16:20:00,Brasil,CEARÁ,GRANJA,Caatinga
 1615095692 ,a5597149-aaeb-34d3-ad56-df16cd7fe9da,   -3.149670 ,  -41.126320 ,2023-01-03 16:20:00,Brasil,CEARÁ,GRANJA,Caatinga
 1615095693 ,28cf04b5-a267-3e8b-833d-58f91a5582cb,   -3.151170 ,  -41.137010 ,2023-01-03 16:20:00,Brasil,CEARÁ,GRANJA,Caatinga
 1615095694 ,4c23f8ed-b8e1-3775-803f-1561da7f9b9e,   -6.088000 ,  -39.184720 ,2023-01-03 16:20:00,Brasil,CEARÁ,ACOPIARA,Caatinga
 1615095696 ,fee468b3-f83a-36bd-96f5-2b912d174dab,   -3.171540 ,  -40.622170 ,2023-01-03 16:20:00,Brasil,CEARÁ,MARTINÓPOLE,Caatinga
 1615095697 ,fd3765b0-9ff8-3d21-844e-1e957919f390,   -3.184190 ,  -41.230620 ,2023-01-03 16:20:00,Brasil,CEARÁ,GRANJA,Caatinga
