id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1520617645 ,523017dd-24be-3430-8c74-b7f312c0625b,   -7.107000 ,  -40.216000 ,2020-11-27 16:30:00,Brasil,CEARÁ,ARARIPE,Caatinga
 1520617472 ,b70598d3-9c4e-3e5e-9839-fefd598408f8,   -4.636000 ,  -40.055000 ,2020-11-27 16:35:00,Brasil,CEARÁ,SANTA QUITÉRIA,Caatinga
 1520617363 ,f7b6ff75-fdba-3654-990f-057a07a2ee9a,   -3.894000 ,  -40.787000 ,2020-11-27 16:35:00,Brasil,CEARÁ,IBIAPINA,Caatinga
 1520617566 ,80d11dea-ffb5-3153-810e-fab95d0492fa,   -3.348000 ,  -40.264000 ,2020-11-27 16:35:00,Brasil,CEARÁ,SANTANA DO ACARAÚ,Caatinga
 1520617658 ,8d5f4cd2-2575-38e4-8cc9-2c430a8b2283,   -3.884000 ,  -40.864000 ,2020-11-27 16:35:00,Brasil,CEARÁ,IBIAPINA,Caatinga
 1520617346 ,2aaa1624-e612-3db7-bba2-f5a77acffca6,   -3.209000 ,  -39.791000 ,2020-11-27 16:35:00,Brasil,CEARÁ,AMONTADA,Caatinga
 1520617345 ,cfcef814-da37-3561-a75e-6022cc449d41,   -4.110000 ,  -40.452000 ,2020-11-27 16:35:00,Brasil,CEARÁ,VARJOTA,Caatinga
 1520617342 ,6c31d103-5185-32b4-a7dc-26764d301a48,   -3.130000 ,  -40.587000 ,2020-11-27 16:35:00,Brasil,CEARÁ,MARTINÓPOLE,Caatinga
 1520617335 ,47cc265a-f3ba-360b-abe5-9f01943bfab8,   -3.984000 ,  -40.371000 ,2020-11-27 16:35:00,Brasil,CEARÁ,GROAÍRAS,Caatinga
 1520617330 ,67a358e4-fad1-346e-9f2a-d4b91228a7fb,   -3.132000 ,  -40.600000 ,2020-11-27 16:35:00,Brasil,CEARÁ,MARTINÓPOLE,Caatinga
 1520617329 ,4875f4f8-ee61-308a-aba2-b03a10349ff1,   -3.918000 ,  -40.170000 ,2020-11-27 16:35:00,Brasil,CEARÁ,FORQUILHA,Caatinga
 1520617606 ,3f5a1b5e-667c-3972-8891-bb528eb88791,   -4.068000 ,  -39.932000 ,2020-11-27 16:35:00,Brasil,CEARÁ,SOBRAL,Caatinga
