id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1585314956 ,b27c22dd-fff6-32e8-8be0-8261124320c0,   -4.601220 ,  -38.474090 ,2022-04-29 15:54:00,Brasil,CEARÁ,OCARA,Caatinga
 1585537686 ,9066b16a-36e2-3fef-8517-9bbbfb784f98,   -7.209870 ,  -39.314830 ,2022-05-02 16:24:00,Brasil,CEARÁ,JUAZEIRO DO NORTE,Caatinga
 1585699999 ,329db9ce-2293-3c09-8281-e965938b0ccd,   -7.480620 ,  -38.924480 ,2022-05-04 16:09:00,Brasil,CEARÁ,BREJO SANTO,Caatinga
 1586959611 ,09f41952-e4ae-3044-9202-1a90d14c9ffe,   -6.482240 ,  -39.849510 ,2022-05-18 16:22:00,Brasil,CEARÁ,SABOEIRO,Caatinga
 1579751152 ,9ab98c0b-2799-36c1-98d3-c07372c53685,   -5.540150 ,  -38.084690 ,2022-03-01 16:17:00,Brasil,CEARÁ,ALTO SANTO,Caatinga
 1579751172 ,23e401ea-1e22-30a7-a77d-22ebf875dcd4,   -5.541480 ,  -38.093870 ,2022-03-01 16:17:00,Brasil,CEARÁ,ALTO SANTO,Caatinga
 1579751210 ,a8f010d8-4ea9-3c00-88e2-dc0b5adaeb84,   -5.948970 ,  -38.181050 ,2022-03-01 16:17:00,Brasil,CEARÁ,ERERÊ,Caatinga
 1588765119 ,92cd2532-0a5d-3da1-a6c7-8fde681d8542,   -7.287740 ,  -40.103430 ,2022-06-10 16:24:00,Brasil,CEARÁ,ARARIPE,Caatinga
 1589416652 ,fd36ed1c-3507-39bc-ab04-65a79b03e0cc,   -4.939610 ,  -41.163970 ,2022-06-17 16:28:00,Brasil,CEARÁ,PORANGA,Caatinga
 1589416655 ,f666c71e-08ae-368f-a23b-8d265ca4e63c,   -5.420800 ,  -40.674690 ,2022-06-17 16:28:00,Brasil,CEARÁ,CRATEÚS,Caatinga
 1589574140 ,8782e4ae-2d33-310c-a92a-d3c5eaa75344,   -2.947090 ,  -40.037740 ,2022-06-19 16:18:00,Brasil,CEARÁ,ACARAÚ,Caatinga
 1589574202 ,6d3d51f9-6c2f-30da-b302-ec53ee79c131,   -4.939880 ,  -41.168730 ,2022-06-19 16:18:00,Brasil,CEARÁ,PORANGA,Caatinga
 1590030980 ,5fd8a7a6-51de-3ff3-8ea5-f461c2e071de,   -2.993650 ,  -41.068550 ,2022-06-24 16:35:00,Brasil,CEARÁ,CAMOCIM,Caatinga
 1590090360 ,f3c4afd7-2c77-353a-8f50-2ca244b59083,   -5.234190 ,  -40.671690 ,2022-06-26 16:20:00,Brasil,CEARÁ,CRATEÚS,Caatinga
 1590090361 ,be251dab-35b1-37f3-98d8-4d5ccbc59111,   -3.713110 ,  -41.040910 ,2022-06-26 16:22:00,Brasil,CEARÁ,TIANGUÁ,Caatinga
 1590090362 ,8fc5fd9a-ba04-320e-9a94-70baabc9cf1a,   -3.714430 ,  -41.050190 ,2022-06-26 16:22:00,Brasil,CEARÁ,TIANGUÁ,Caatinga
 1590508115 ,dd1fcf37-d0d2-34ca-9c61-ccef3e4c870f,   -5.231520 ,  -40.673900 ,2022-06-28 16:09:00,Brasil,CEARÁ,CRATEÚS,Caatinga
